key,id,summary,status,issuetype,creator_name,assignee_name,created,updated,project_name,project_id,priority_name,priority_id,project_due_date,issue_url,today,days_old,year_updated,month_updated,year_created,month_created,last_updated_days,project_due_date_days,velocity,velocity_hours,velocity_days,target_end_date,bussiness_lead,planning_rank,portfolio_rank
DEVOPS-4599,141143,Configure ingress for A2 dev services in helmRelease,Done,Task,David Caballero,Erin Fink,2023-09-15 14:30:55.069000-06:00,2024-01-12 08:45:37.545000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-4599,2025-05-23 07:53:34.422305-06:00,615,2024,1,2023,9,496,-8778,118,2851.2451322222223,118,,Unknown,,
DEVOPS-4905,143973,CoreDNS spikes - Pagerduty followup,Done,Task,Erin Fink,Erin Fink,2023-11-16 10:35:45.649000-07:00,2023-12-05 11:41:15.264000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-4905,2025-05-23 07:53:34.433146-06:00,553,2023,12,2023,11,534,-8740,19,457.0915597222222,19,,Unknown,,
DEVOPS-337,54957,Grant full CRUD access to all buckets of the form s3://uap-dev* for every member of the UAP team,Done,Feature,Fadi Elkhatib,Fadi Elkhatib,2020-02-25 15:24:44.748000-07:00,2020-05-20 09:46:24.967000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-337,2025-05-23 07:53:34.443944-06:00,1913,2020,5,2020,2,1828,-7446,84,2033.3611719444443,84,,Unknown,,
DEVOPS-3373,103685,an old EC2 that runs Talley is not responding could we get it fixed?,Done,Story,Terry Dougal,Fadi Elkhatib,2022-08-03 13:39:06.484000-06:00,2024-11-07 15:25:22.782000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-3373,2025-05-23 07:53:34.454125-06:00,1023,2024,11,2022,8,196,-9078,827,19850.771193888886,827,,Unknown,,
DEVOPS-2784,94157,Grant Felix Curry PROD VPN permissions,Done,Story,Jeanette Neuner,Felix Curry,2022-03-31 12:16:40.247000-06:00,2022-04-27 12:27:42.604000-06:00,DevOps,13769,Urgent,1,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-2784,2025-05-23 07:53:34.463927-06:00,1148,2022,4,2022,3,1121,-8153,27,648.1839880555555,27,2022-04-04 00:00:00+00:00,Unknown,,
DEVOPS-257,53311,Add station ID 1397 to Alexa and Google AcceptedIDs,Done,Story,Nathan Carmine,Nathan Carmine,2020-01-07 16:24:17.983000-07:00,2020-03-04 09:43:31.689000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-257,2025-05-23 07:53:34.474230-06:00,1962,2020,3,2020,1,1905,-7369,56,1361.320473888889,56,,Unknown,,
DEVOPS-33,43850,Add Authorization Header value to Staging VLC/Fastly Hash,Done,Task,Jon West,Harold Wilson,2019-02-12 12:05:36.227000-07:00,2019-03-19 10:28:35.474000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-33,2025-05-23 07:53:34.484338-06:00,2291,2019,3,2019,2,2256,-7018,34,837.3831241666667,34,,Unknown,,
DEVOPS-793,62200,Performance | AMI Release for New Relic,Done,Task,Leah.Laux,Former user,2020-08-28 11:22:28.844000-06:00,2025-05-05 11:27:39.342000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-793,2025-05-23 07:53:34.493911-06:00,1728,2025,5,2020,8,17,-9257,1711,41064.086249444445,1711,,Unknown,,
DEVOPS-786,62199,Frequency | Update API Key for New Relic,Will Not Do,Task,Leah.Laux,Former user,2020-08-28 11:12:41.567000-06:00,2025-05-05 11:27:39.331000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-786,2025-05-23 07:53:34.502967-06:00,1728,2025,5,2020,8,17,-9257,1711,41064.24937888889,1711,,Unknown,,
DEVOPS-774,61974,Fastly Hole Punch for radio.com/picks,Done,Task,Amy Van Hook,Former user,2020-08-24 12:45:12.462000-06:00,2021-08-31 11:19:49.770000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-774,2025-05-23 07:53:34.512600-06:00,1732,2021,8,2020,8,1360,-7914,371,8926.57703,371,,Unknown,,
DEVOPS-742,61487,Investigate DNS availability and and alert triggers,Will Not Do,Task,Former user,Former user,2020-08-07 15:52:05.220000-06:00,2021-07-01 14:12:53.632000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-742,2025-05-23 07:53:34.522008-06:00,1749,2021,7,2020,8,1421,-7853,327,7870.346781111111,327,,Unknown,,
DEVOPS-616,59636,Frequency OS security updates,Done,Task,Former user,Former user,2020-06-22 10:10:11.610000-06:00,2020-09-29 08:58:37.167000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-616,2025-05-23 07:53:34.531041-06:00,1795,2020,9,2020,6,1696,-7578,98,2374.807099166667,98,,Unknown,,
DEVOPS-794,62283,Washington WJFK-FM/Unity/Vanity URL Request,Done,Task,Zendesk Support for Jira,Former user,2020-08-31 13:41:07.478000-06:00,2020-09-25 13:06:01.494000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-794,2025-05-23 07:53:34.541148-06:00,1725,2020,9,2020,8,1700,-7574,24,599.4150044444444,24,,Unknown,,
DEVOPS-796,62297,Unity - Send cloudwatch logs to Datadog,Done,Task,Markham Rollins,Former user,2020-09-01 09:38:20.641000-06:00,2020-09-23 11:19:05.651000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-796,2025-05-23 07:53:34.550710-06:00,1724,2020,9,2020,9,1702,-7572,22,529.6791694444445,22,,Unknown,,
DEVOPS-843,62771,San Francisco - KCBS-AM - Vanity URL Redirect ,Done,Task,Zendesk Support for Jira,Former user,2020-09-18 09:51:04.943000-06:00,2020-09-22 09:29:28.232000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-843,2025-05-23 07:53:34.560669-06:00,1707,2020,9,2020,9,1703,-7571,3,95.6398025,3,,Unknown,,
DEVOPS-773,61962,https access for search.radio-stg.com,Done,Task,Roger Williams,Former user,2020-08-24 10:49:04.220000-06:00,2020-09-18 08:48:19.317000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-773,2025-05-23 07:53:34.570581-06:00,1732,2020,9,2020,8,1707,-7567,24,597.9875269444444,24,,Unknown,,
DEVOPS-833,62700,WSTR-AM Domain - new AWS nameservers (Confidential),Done,Task,Leah.Laux,Former user,2020-09-16 15:48:27.848000-06:00,2020-09-18 08:47:44.827000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-833,2025-05-23 07:53:34.579982-06:00,1709,2020,9,2020,9,1707,-7567,1,40.98804972222222,1,,Unknown,,
DEVOPS-746,61514,"Slalom consultants, access request",Done,Task,Former user,Former user,2020-08-10 11:06:05.990000-06:00,2020-09-16 09:03:08.699000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-746,2025-05-23 07:53:34.589720-06:00,1746,2020,9,2020,8,1709,-7565,36,885.9507524999999,36,,Unknown,,
DEVOPS-782,62110,"Slalom consultants, access request - P2",Done,Task,Former user,Former user,2020-08-27 11:29:44.514000-06:00,2020-09-16 09:03:04.769000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-782,2025-05-23 07:53:34.599471-06:00,1729,2020,9,2020,8,1709,-7565,19,477.55562638888887,19,,Unknown,,
DEVOPS-822,62618,Add new domains to Frequency site list,Done,Task,Leah.Laux,Former user,2020-09-14 11:21:06.015000-06:00,2020-09-15 11:34:12.837000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-822,2025-05-23 07:53:34.608665-06:00,1711,2020,9,2020,9,1710,-7564,1,24.218561666666666,1,,Unknown,,
DEVOPS-805,62463,Vanity Url Needed for KWFN Unity Contest Page by Tues 9/8 12 AM PT,Done,Task,Zendesk Support for Jira,Former user,2020-09-03 20:42:51.912000-06:00,2020-09-08 15:02:09.280000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-805,2025-05-23 07:53:34.618139-06:00,1722,2020,9,2020,9,1717,-7557,4,114.32149111111111,4,,Unknown,,
DEVOPS-813,62504,Vanity Url Needed for WSCR Unity Contest Page - ASAP ,Done,Task,Zendesk Support for Jira,Former user,2020-09-08 13:05:50.689000-06:00,2020-09-08 15:01:55.712000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-813,2025-05-23 07:53:34.627501-06:00,1717,2020,9,2020,9,1717,-7557,0,1.934728611111111,0,,Unknown,,
DEVOPS-797,62314,WIP-FM/Philadelphia - Unity - Vanity URL Request,Done,Task,Zendesk Support for Jira,Former user,2020-09-01 12:43:18.940000-06:00,2020-09-08 15:01:45.810000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-797,2025-05-23 07:53:34.637345-06:00,1724,2020,9,2020,9,1717,-7557,7,170.3074638888889,7,,Unknown,,
DEVOPS-760,61759,Remove Jeremy Chase,Done,Task,Mike Admire,Former user,2020-08-17 14:25:18.626000-06:00,2020-09-08 11:30:05.366000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-760,2025-05-23 07:53:34.646645-06:00,1739,2020,9,2020,8,1717,-7557,21,525.07965,21,,Unknown,,
DEVOPS-769,61875,Advertising | Unblock Grapeshot IPs,Done,Story,Leah.Laux,Former user,2020-08-19 13:23:58.299000-06:00,2020-09-04 12:32:38.743000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-769,2025-05-23 07:53:34.656139-06:00,1737,2020,9,2020,8,1721,-7553,15,383.14456777777775,15,,Unknown,,
DEVOPS-292,54291,Convert Frequency to an IaC approach,Will Not Do,Task,Former user,Former user,2020-02-06 09:59:43.471000-07:00,2020-09-03 14:22:38.845000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-292,2025-05-23 07:53:34.665051-06:00,1932,2020,9,2020,2,1722,-7552,210,5043.382048333334,210,,Unknown,,
DEVOPS-242,51698,Spike: Refactor AMI approach to be environment agnostic,Done,Story,Former user,Former user,2019-11-11 17:11:18.369000-07:00,2020-09-03 14:22:38.813000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-242,2025-05-23 07:53:34.674135-06:00,2019,2020,9,2019,11,1722,-7552,296,7124.189012222222,296,,Unknown,,
DEVOPS-246,52555,Frequency: Automate AMI update,Will Not Do,Story,Former user,Former user,2019-12-10 11:35:14.588000-07:00,2020-09-03 14:22:31.419000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-246,2025-05-23 07:53:34.683648-06:00,1990,2020,9,2019,12,1722,-7552,268,6433.788008611111,268,,Unknown,,
DEVOPS-768,61857,Fastly Fixup: Inventory,Done,Task,Mike Admire,Former user,2020-08-19 09:18:32.128000-06:00,2020-08-26 11:51:13.237000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-768,2025-05-23 07:53:34.692744-06:00,1737,2020,8,2020,8,1730,-7544,7,170.54475250000002,7,,Unknown,,
DEVOPS-772,61955,New hire access,Done,Task,Alyssa.Roselli,Former user,2020-08-21 16:45:00.136000-06:00,2020-08-26 11:51:00.327000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-772,2025-05-23 07:53:34.702161-06:00,1735,2020,8,2020,8,1730,-7544,4,115.10005305555555,4,,Unknown,,
DEVOPS-751,61612,DataDog Accounts - Marconi Team,Done,Task,Max Campolo,Former user,2020-08-12 09:46:32.924000-06:00,2020-08-19 12:33:22.840000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-751,2025-05-23 07:53:34.711641-06:00,1744,2020,8,2020,8,1737,-7537,7,170.7805322222222,7,,Unknown,,
DEVOPS-723,61085,Upgrade Frequency RDS clusters to Aurora MySQL 1.22,Done,Task,Former user,Former user,2020-07-29 11:53:47.997000-06:00,2020-08-11 09:31:45.844000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-723,2025-05-23 07:53:34.721034-06:00,1758,2020,8,2020,7,1745,-7529,12,309.6327352777778,12,,Unknown,,
DEVOPS-722,61084,Investigate stray RDS cluster,Done,Task,Former user,Former user,2020-07-29 11:51:20.003000-06:00,2020-08-10 12:30:58.624000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-722,2025-05-23 07:53:34.730391-06:00,1758,2020,8,2020,7,1746,-7528,12,288.6607280555556,12,,Unknown,,
DEVOPS-682,60783,Unblock Facebook servers via Fastly,Done,Story,Leah.Laux,Former user,2020-07-21 14:56:31.126000-06:00,2020-08-10 10:01:19.990000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-682,2025-05-23 07:53:34.739970-06:00,1766,2020,8,2020,7,1746,-7528,19,475.08024,19,,Unknown,,
DEVOPS-640,60023,ROC AMDIN: Create Route 53 Alias records ,Done,Task,Alejandro Benjumea,Former user,2020-07-02 16:08:10.408000-06:00,2020-08-10 10:01:09.881000-06:00,DevOps,13769,Medium,3,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-640,2025-05-23 07:53:34.749442-06:00,1785,2020,8,2020,7,1746,-7528,38,929.8831869444446,38,,Unknown,,
DEVOPS-563,58512,Domain Redirects Throwing 'Site Cannot Be Reached' Error,Done,Bug,Zendesk Support for Jira,Former user,2020-06-01 08:51:49.035000-06:00,2020-08-10 10:00:57.778000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-563,2025-05-23 07:53:34.758473-06:00,1816,2020,8,2020,6,1746,-7528,70,1681.152428611111,70,,Unknown,,
DEVOPS-724,61093,Recurring Jenkins instance failure,Done,Task,Monika Spielman,Former user,2020-07-29 13:23:56.841000-06:00,2020-07-31 12:39:06.957000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-724,2025-05-23 07:53:34.767593-06:00,1758,2020,7,2020,7,1756,-7518,1,47.252810000000004,1,,Unknown,,
DEVOPS-676,60799,SSO: Initial discovery around AWS SSO product,Done,Task,Mike Admire,Former user,2020-07-22 09:29:26.507000-06:00,2020-07-24 12:09:35.346000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-676,2025-05-23 07:53:34.777143-06:00,1765,2020,7,2020,7,1763,-7511,2,50.66912194444445,2,,Unknown,,
DEVOPS-393,55669,Frequency: reduce RDS cost,Done,Task,Former user,Former user,2020-03-18 11:13:31.198000-06:00,2020-06-15 10:02:04.118000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-393,2025-05-23 07:53:34.786322-06:00,1891,2020,6,2020,3,1802,-7472,88,2134.8091444444444,88,,Unknown,,
DEVOPS-506,57522,Create Terraform process for minor Frequency domain,Done,Task,Mike Admire,Former user,2020-05-05 09:39:33.933000-06:00,2020-05-18 15:39:51.847000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-506,2025-05-23 07:53:34.796565-06:00,1843,2020,5,2020,5,1830,-7444,13,318.00497611111115,13,,Unknown,,
DEVOPS-338,54987,Frequency: reduce EC2 cost,Done,Task,Former user,Former user,2020-02-26 10:02:39.052000-07:00,2020-05-05 14:51:39.015000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-338,2025-05-23 07:53:34.806454-06:00,1912,2020,5,2020,2,1843,-7431,69,1659.816656388889,69,,Unknown,,
DEVOPS-474,56677,Frequency: adjust non-prod cron ec2 topology to be more prod-like,Done,Task,Former user,Former user,2020-04-16 11:42:07.756000-06:00,2020-04-27 10:35:58.426000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-474,2025-05-23 07:53:34.815911-06:00,1862,2020,4,2020,4,1851,-7423,10,262.8974083333333,10,,Unknown,,
DEVOPS-248,52971,Frequency: Move shell access to unique accounts on cron instances,Will Not Do,Story,Former user,Former user,2019-12-23 10:07:01.924000-07:00,2020-04-24 08:48:14.390000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-248,2025-05-23 07:53:34.824785-06:00,1977,2020,4,2019,12,1854,-7420,122,2949.686796111111,122,,Unknown,,
DEVOPS-328,54839,Frequency: fix freq_braze_export Jenkins job,Will Not Do,Story,Former user,Former user,2020-02-23 13:36:13.317000-07:00,2020-03-04 09:43:31.762000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-328,2025-05-23 07:53:34.833801-06:00,1915,2020,3,2020,2,1905,-7369,9,236.12179027777776,9,,Unknown,,
DEVOPS-187,49852,Druntiy: Add DNS to Drunity Pages,Done,Task,Ben Bonora,Former user,2019-08-29 11:04:12.575000-06:00,2019-12-20 09:23:29.808000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-187,2025-05-23 07:53:34.843339-06:00,2093,2019,12,2019,8,1980,-7294,112,2711.321453611111,112,,Unknown,,
DEVOPS-166,49175,Update RSA key for Aaron Schultheis,Done,Task,Aaron Schultheis,Former user,2019-08-01 10:51:42.246000-06:00,2019-12-20 09:23:18.557000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-166,2025-05-23 07:53:34.852308-06:00,2121,2019,12,2019,8,1980,-7294,140,3383.5267530555557,140,,Unknown,,
DEVOPS-162,48877,Add public key to Frequency platform,Done,Task,Ben Bonora,Former user,2019-07-23 14:48:30.216000-06:00,2019-12-20 09:23:15.091000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-162,2025-05-23 07:53:34.861561-06:00,2130,2019,12,2019,7,1980,-7294,149,3595.5791319444443,149,,Unknown,,
DEVOPS-98,46121,Isolate frequency drupal settings file deployment from cli tooling deployment,Done,Story,Former user,Former user,2019-04-16 09:05:16.880000-06:00,2019-12-19 09:18:23.830000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-98,2025-05-23 07:53:34.870974-06:00,2228,2019,12,2019,4,1981,-7293,247,5929.218597222222,247,,Unknown,,
DEVOPS-116,46392,Fix old content removal in drupal deploy.,Done,Task,Chad,Former user,2019-04-24 17:14:31.420000-06:00,2019-12-19 09:17:53.733000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-116,2025-05-23 07:53:34.879752-06:00,2220,2019,12,2019,4,1981,-7293,238,5729.056198055556,238,,Unknown,,
DEVOPS-182,49649,Frequency: Add New Relic Monitoring to Drush,Done,Task,Ben Bonora,Former user,2019-08-21 10:33:21.894000-06:00,2019-12-19 09:16:47.272000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-182,2025-05-23 07:53:34.889299-06:00,2101,2019,12,2019,8,1981,-7293,119,2879.723716111111,119,,Unknown,,
DEVOPS-152,48117,Install PHP bcmath extension,Done,Task,Former user,Former user,2019-06-25 09:32:19.225000-06:00,2019-08-01 11:18:31.790000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-152,2025-05-23 07:53:34.898857-06:00,2158,2019,8,2019,6,2121,-7153,37,889.7701569444445,37,,Unknown,,
DEVOPS-235,52572,Eventful live in EU despite non GDPR Compliance,Will Not Do,Bug,Former user,Former user,2019-12-10 15:43:24.936000-07:00,2021-06-25 15:26:54.782000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-235,2025-05-23 07:53:34.908106-06:00,1990,2021,6,2019,12,1427,-7847,562,13510.724957222223,562,,Unknown,,
DEVOPS-181,49645,Create playground (etercom) AWS credentials for Fabio,Done,Story,Michael Zandstra,Former user,2019-08-21 09:54:03.512000-06:00,2021-06-22 20:51:23.191000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-181,2025-05-23 07:53:34.917873-06:00,2101,2021,6,2019,8,1430,-7845,671,16114.955466388888,671,,Unknown,,
DEVOPS-194,50410,Create Zoom accounts for Matt & Fabio,Done,Story,Michael Zandstra,Former user,2019-09-24 09:18:46.170000-06:00,2021-06-22 20:51:23.045000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-194,2025-05-23 07:53:34.927145-06:00,2067,2021,6,2019,9,1430,-7845,637,15299.543576388889,637,,Unknown,,
DEVOPS-195,50533,Setup VPN access to cbslegacy for Eventful team members,Done,Story,Michael Zandstra,Former user,2019-09-27 15:59:22.917000-06:00,2021-06-22 20:51:22.879000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-195,2025-05-23 07:53:34.936486-06:00,2064,2021,6,2019,9,1430,-7845,634,15220.866656111111,634,,Unknown,,
DEVOPS-202,51348,Setup AWS secrets manager on Jenkins server,Done,Story,Michael Zandstra,Former user,2019-10-30 10:35:15.506000-06:00,2021-06-22 20:51:22.551000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-202,2025-05-23 07:53:34.945507-06:00,2031,2021,6,2019,10,1430,-7845,601,14434.268623611111,601,,Unknown,,
DEVOPS-177,49445,Set up a Braze Current s3 data export,Done,Feature,Former user,Former user,2019-08-14 15:37:50.160000-06:00,2020-05-20 09:38:33.450000-06:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-177,2025-05-23 07:53:34.954838-06:00,2108,2020,5,2019,8,1828,-7446,279,6714.012025,279,,Unknown,,
DEVOPS-278,53943,System Access for Daryl Atkins,Done,Task,Raymond DeRoo,Former user,2020-01-27 23:09:11.389000-07:00,2020-02-27 10:58:04.792000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-278,2025-05-23 07:53:34.964083-06:00,1942,2020,2,2020,1,1911,-7363,30,731.8148341666666,30,,Unknown,,
DEVOPS-65,44798,log file captures for drupal prod,Done,Task,Former user,Former user,2019-03-08 07:04:56.489000-07:00,2020-02-13 09:24:52.802000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-65,2025-05-23 07:53:34.973229-06:00,2267,2020,2,2019,3,1925,-7349,342,8210.332309166666,342,,Unknown,,
DEVOPS-276,53914,Onboarding: Adam Hill & Raymond DeRoo,Done,Task,Former user,Former user,2020-01-27 11:50:23.811000-07:00,2020-02-13 09:24:33.015000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-276,2025-05-23 07:53:34.982752-06:00,1942,2020,2,2020,1,1925,-7349,16,405.5692233333333,16,,Unknown,,
DEVOPS-183,49674,Expose dev api for external testing (sandbox access),Done,Task,Jon West,Former user,2019-08-21 14:02:20.756000-06:00,2020-02-13 09:24:29.837000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-183,2025-05-23 07:53:34.992218-06:00,2101,2020,2,2019,8,1925,-7349,175,4220.369189166667,175,,Unknown,,
DEVOPS-138,47356,Request for AWS Access for Jaeho (new Alexa dev),Done,Task,Sabrina Szymczak,Former user,2019-05-29 12:37:54.412000-06:00,2020-02-13 09:24:25.457000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-138,2025-05-23 07:53:35.001346-06:00,2185,2020,2,2019,5,1925,-7349,259,6237.775290277778,259,,Unknown,,
DEVOPS-148,47940,Eventful EHP New Site DNS setup - northjersey.com ,Done,Story,Former user,Former user,2019-06-17 21:40:50.841000-06:00,2020-02-13 09:24:22.543000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-148,2025-05-23 07:53:35.010795-06:00,2166,2020,2,2019,6,1925,-7349,240,5772.725472777777,240,,Unknown,,
DEVOPS-189,50175,Allow EV2 cf stacks to remove log groups.,Will Not Do,Task,Matt Zandstra,Former user,2019-09-13 10:44:09.471000-06:00,2020-02-13 09:24:16.196000-07:00,DevOps,13769,No Priority,No Priority,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-189,2025-05-23 07:53:35.020268-06:00,2078,2020,2,2019,9,1925,-7349,152,3671.668534722222,152,,Unknown,,
